#1
Name	S-1-P 16(1)
	Flags	Flag ID	Data Filename	Sample Name	Sample ID	Sample Type	Cal Point	Level	RT	Ret. Index	Actual Ret. Index	Unit	Area	Height	Std. Conc.	Conc.	%Diff	ISTD Area	ISTD Height	Area Ratio	Height Ratio	Peak Start	Peak End	Tailing F.	S/N	SI	Noise	RRT	Ref. RRT	%Dev RRT	Ref. Mode	Ref 1 m/z	Ref 1 Range	Ref 1 Set Ratio	Ref 1 Actual Ratio	Ref 1 Measured	Ref 1 Conc.	Ref 1 Std Ratio %Diff	Ref 2 m/z	Ref 2 Range	Ref 2 Set Ratio	Ref 2 Actual Ratio	Ref 2 Measured	Ref 2 Conc.	Ref 2 Std Ratio %Diff	Ref 3 m/z	Ref 3 Range	Ref 3 Set Ratio	Ref 3 Actual Ratio	Ref 3 Measured	Ref 3 Conc.	Ref 3 Std Ratio %Diff	Ref 4 m/z	Ref 4 Range	Ref 4 Set Ratio	Ref 4 Actual Ratio	Ref 4 Measured	Ref 4 Conc.	Ref 4 Std Ratio %Diff	Ref 5 m/z	Ref 5 Range	Ref 5 Set Ratio	Ref 5 Actual Ratio	Ref 5 Measured	Ref 5 Conc.	Ref 5 Std Ratio %Diff	Accuracy(%)	RT %Diff	RT Diff	Vial	Tray	Inj Vol	Acquired Date	Acquired By	%RSD (Conc)	%RSD (Area)	Type	ISTD Group	m/z	Concentrations[1]	Concentrations[2]	Concentrations[3]	Concentrations[4]	Concentrations[5]	Concentrations[6]	Concentrations[7]	Concentrations[8]	Concentrations[9]	Concentrations[10]	Concentrations[11]	Concentrations[12]	Concentrations[13]	Concentrations[14]	Concentrations[15]	Concentrations[16]	Concentrations[17]	Concentrations[18]	Concentrations[19]	Concentrations[20]	Concentrations[21]	Concentrations[22]	Concentrations[23]	Concentrations[24]	Concentrations[25]	Concentrations[26]	Concentrations[27]	Concentrations[28]	Concentrations[29]	Concentrations[30]	Concentrations[31]	Concentrations[32]	Concentrations[33]	Concentrations[34]	Concentrations[35]	Concentrations[36]	Concentrations[37]	Concentrations[38]	Concentrations[39]	Concentrations[40]	Concentrations[41]	Concentrations[42]	Concentrations[43]	Concentrations[44]	Concentrations[45]	Concentrations[46]	Concentrations[47]	Concentrations[48]	Concentrations[49]	Concentrations[50]	Concentrations[51]	Concentrations[52]	Concentrations[53]	Concentrations[54]	Concentrations[55]	Concentrations[56]	Concentrations[57]	Concentrations[58]	Concentrations[59]	Concentrations[60]	Concentrations[61]	Concentrations[62]	Concentrations[63]	Concentrations[64]	Event	Band	Slope	Width	Drift	Calc.by	Curve	Zero	Weight	Window/Band	Spiked	Noise From	Noise To	Found RT	Recovery	Mode	Mode ID	Sample Amt.	Dil. Factor	Quant Method	R²	R	Status	Average Conc.	Average Conc. (R1,R2)	ISTD RT Diff	Std RT Diff	ISTD RT	%Conc. Outside Curve	Lib. SI	Lib. RT	Lib. Compound Name	Lib. errRT	CAS #	Formula	Mol. Weight	Comment 1	Comment 2	Lib. CAS #	Lib. Synonym	Lib. Theory MW	Lib. Formula	Lib. Class	Lib. URL	Lib. Comment	Lib. Chromatogram Comment	Lib. Adduct Ion	Lib. Precursor Ion	Lib. SP ID of Precursor Ion	Lib. MS Stage	Lib. Ionization	Lib. Collision Energy	Lib. Instrument	Lib. Data Filename	Lib. Acquired By	Lib. Acquired	Lib. Sample Info	3rd Coeff.	2nd Coeff.	1st Coeff.	Intersection	Lib. Filename	Original Method Filename	Group #	Tailing F(10%)	Width(50%)	Noise Calc. Method	Group Type	Custom Calc. Result 1	Custom Calc. Result 2	Custom Calc. Result 3	Custom Calc. Result 4	Custom Calc. Result 5	Ref 1 S/N	Ref 2 S/N	Ref 3 S/N	Ref 4 S/N	Ref 5 S/N	Ref. Ions	Asymmetry	Data Comment	ISTD Name	RF	RF %RSD (level)	RF Mean (level)	RF SD (level)	Comment	Ref 1 Noise	Ref 2 Noise	Ref 3 Noise	Ref 4 Noise	Ref 5 Noise	ISTD Amount	 +/- ppm	ISTD %Diff (Stds) Area	ISTD %Diff (Controls) Area	Std. Conc. Factor	Correction Factor	Confidence	RF Mean (curve)	RF SD (curve)	RF %RSD (curve)	RF Deviation	Ref STD ID	Ref 1 Result	Ref 2 Result	Ref 3 Result	Ref 4 Result	Ref 5 Result	Ref 1 RRT	Ref 2 RRT	Ref 3 RRT	Ref 4 RRT	Ref 5 RRT
50			2035RAB_0044_A1	2035RAB_0044_A1	2035RAB_0044_A1	Unknown	No		2.742	0.00	0.00	ppm	361510	211492		0.0000		3097639	1355302	0.117	0.156	2.654	2.980	1.364	1748.61		120.95	0.865	0.846	2.283	Simply Calculate																																					 -0.15	 -0.004	31	1	5.0000	04/03/2021 20:29:39	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.738		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.43		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.104	0.025	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.208		S-1-P 17(1)											1.0000				1.000000	1.000000																
51			2035RAB_0045_A1	2035RAB_0045_A1	2035RAB_0045_A1	Unknown	No		2.742	0.00	0.00	ppm	729617	396545		0.0000		3399907	1703623	0.215	0.233	2.621	3.024	1.283	2255.67		175.80	0.878	0.846	3.885	Simply Calculate																																					0.66	0.018	43	1	5.0000	04/03/2021 22:50:07	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.760		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.38		3.14								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.086	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.173		S-1-P 17(1)											1.0000				1.000000	1.000000																
52			2035RAB_0047_A1	2035RAB_0047_A1	2035RAB_0047_A1	Unknown	No		2.742	0.00	0.00	ppm	330637	181472		0.0000		2354363	1011728	0.140	0.179	2.681	2.997	1.230	1879.98		96.53	0.870	0.846	2.899	Simply Calculate																																					0.84	0.023	81	1	5.0000	05/03/2021 06:14:26	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.765		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.18								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.103	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.206		S-1-P 17(1)											1.0000				1.000000	1.000000																
53			2035RAB_0051_A1	2035RAB_0051_A1	2035RAB_0051_A1	Unknown	No		2.742	0.00	0.00	ppm	731182	411525		0.0000		3480609	1777579	0.210	0.232	2.669	3.083	1.183	2628.09		156.59	0.887	0.846	4.886	Simply Calculate																																					0.88	0.024	57	1	5.0000	05/03/2021 01:33:47	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.766		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.35		3.12								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.085	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.171		S-1-P 17(1)											1.0000				1.000000	1.000000																
54			2035RAB_0052_A1	2035RAB_0052_A1	2035RAB_0052_A1	Unknown	No		2.742	0.00	0.00	ppm	725201	396117		0.0000		3393319	1592261	0.214	0.249	2.669	3.012	1.196	2326.91		170.23	0.872	0.846	3.121	Simply Calculate																																					0.47	0.013	34	1	5.0000	04/03/2021 21:04:43	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.755		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.40		3.16								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.084	0.028	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.169		S-1-P 17(1)											1.0000				1.000000	1.000000																
55			2035RAB_0054_A1	2035RAB_0054_A1	2035RAB_0054_A1	Unknown	No		2.742	0.00	0.00	ppm	767728	423420		0.0000		3607256	1601058	0.213	0.264	2.681	3.012	1.195	2179.66		194.26	0.872	0.846	3.167	Simply Calculate																																					0.91	0.025	27	1	5.0000	04/03/2021 19:42:52	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.767		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.070	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.140		S-1-P 17(1)											1.0000				1.000000	1.000000																
56			2035RAB_0058_A1	2035RAB_0058_A1	2035RAB_0058_A1	Unknown	No		2.742	0.00	0.00	ppm	529809	295167		0.0000		3854308	1680881	0.137	0.176	2.636	3.042	1.240	2435.19		121.21	0.871	0.846	3.000	Simply Calculate																																					0.77	0.021	25	1	5.0000	04/03/2021 19:19:28	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.763		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.085	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.169		S-1-P 17(1)											1.0000				1.000000	1.000000																
57			2035RAB_0059_A1	2035RAB_0059_A1	2035RAB_0059_A1	Unknown	No		2.742	0.00	0.00	ppm	1021332	555448		0.0000		3176147	1413665	0.322	0.393	2.621	3.133	1.242	3045.89		182.36	0.864	0.846	2.157	Simply Calculate																																					 -0.18	 -0.005	17	1	5.0000	04/03/2021 17:45:59	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.737		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.43		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.106	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.212		S-1-P 17(1)											1.0000				1.000000	1.000000																
58			2035RAB_0061_A1	2035RAB_0061_A1	2035RAB_0061_A1	Unknown	No		2.742	0.00	0.00	ppm	393495	223509		0.0000		3277602	1474848	0.120	0.152	2.654	3.012	1.282	1736.81		128.69	0.870	0.846	2.854	Simply Calculate																																					0.51	0.014	45	1	5.0000	04/03/2021 23:13:32	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.756		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.085	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.170		S-1-P 17(1)											1.0000				1.000000	1.000000																
59			2035RAB_0064_A1	2035RAB_0064_A1	2035RAB_0064_A1	Unknown	No		2.742	0.00	0.00	ppm	638203	350353		0.0000		3481794	1526535	0.183	0.230	2.654	2.997	1.197	2145.15		163.32	0.869	0.846	2.806	Simply Calculate																																					0.33	0.009	48	1	5.0000	04/03/2021 23:48:35	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.751		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.16								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.097	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.194		S-1-P 17(1)											1.0000				1.000000	1.000000																
60			2035RAB_0067_A1	2035RAB_0067_A1	2035RAB_0067_A1	Unknown	No		2.742	0.00	0.00	ppm	537299	300825		0.0000		3539677	1525659	0.152	0.197	2.654	2.966	1.283	1568.34		191.81	0.875	0.846	3.520	Simply Calculate																																					0.62	0.017	22	1	5.0000	04/03/2021 18:44:24	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.759		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.39		3.15								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.113	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.226		S-1-P 17(1)											1.0000				1.000000	1.000000																
61			2035RAB_0069_A1	2035RAB_0069_A1	2035RAB_0069_A1	Unknown	No		2.742	0.00	0.00	ppm	580930	307149		0.0000		3498211	1524183	0.166	0.202	2.669	3.012	1.256	2131.83		144.08	0.867	0.846	2.565	Simply Calculate																																					0.29	0.008	73	1	5.0000	05/03/2021 04:40:46	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.750		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.42		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.070	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.140		S-1-P 17(1)											1.0000				1.000000	1.000000																
62			2035RAB_0074_A1	2035RAB_0074_A1	2035RAB_0074_A1	Unknown	No		2.742	0.00	0.00	ppm	652102	360735		0.0000		3508212	1595534	0.186	0.226	2.654	3.024	1.282	1933.23		186.60	0.870	0.846	2.924	Simply Calculate																																					0.55	0.015	66	1	5.0000	05/03/2021 03:18:57	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.757		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.095	0.030	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.189		S-1-P 17(1)											1.0000				1.000000	1.000000																
63			2035RAB_0075_A1	2035RAB_0075_A1	2035RAB_0075_A1	Unknown	No		2.742	0.00	0.00	ppm	590205	337056		0.0000		3546889	1533370	0.166	0.220	2.669	3.012	1.375	1970.16		171.08	0.872	0.846	3.152	Simply Calculate																																					0.55	0.015	79	1	5.0000	05/03/2021 05:51:05	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.757		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.40		3.16								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.132	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.265		S-1-P 17(1)											1.0000				1.000000	1.000000																
64			2035RAB_0076_A1	2035RAB_0076_A1	2035RAB_0076_A1	Unknown	No		2.742	0.00	0.00	ppm	638248	353560		0.0000		3596940	1581943	0.177	0.223	2.681	3.083	1.220	3165.64		111.69	0.872	0.846	3.098	Simply Calculate																																					0.84	0.023	51	1	5.0000	05/03/2021 00:23:37	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.765		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.096	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.193		S-1-P 17(1)											1.0000				1.000000	1.000000																
65			2035RAB_0077_A1	2035RAB_0077_A1	2035RAB_0077_A1	Unknown	No		2.742	0.00	0.00	ppm	524437	291643		0.0000		3609488	1741908	0.145	0.167	2.654	3.024	1.272	1767.84		164.97	0.868	0.846	2.705	Simply Calculate																																					0.26	0.007	19	1	5.0000	04/03/2021 18:09:21	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.749		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.42		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.107	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.214		S-1-P 17(1)											1.0000				1.000000	1.000000																
66			2035RAB_0078_A1	2035RAB_0078_A1	2035RAB_0078_A1	Unknown	No		2.742	0.00	0.00	ppm	687617	368622		0.0000		3560798	1563209	0.193	0.236	2.636	3.012	1.237	2192.94		168.09	0.866	0.846	2.389	Simply Calculate																																					0.00	0.000	56	1	5.0000	05/03/2021 01:22:05	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.742		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.43		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.082	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.165		S-1-P 17(1)											1.0000				1.000000	1.000000																
67			2035RAB_0082_A1	2035RAB_0082_A1	2035RAB_0082_A1	Unknown	No		2.742	0.00	0.00	ppm	971406	541992		0.0000		3545961	1613477	0.274	0.336	2.654	3.012	1.244	5064.96		107.01	0.882	0.846	4.268	Simply Calculate																																					1.24	0.034	20	1	5.0000	04/03/2021 18:21:02	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.776		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.37		3.15								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.090	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.180		S-1-P 17(1)											1.0000				1.000000	1.000000																
68			2035RAB_0088_A1	2035RAB_0088_A1	2035RAB_0088_A1	Unknown	No		2.742	0.00	0.00	ppm	1207439	665231		0.0000		3572764	1578855	0.338	0.421	2.636	2.966	1.201	1816.77		366.16	0.866	0.846	2.404	Simply Calculate																																					0.15	0.004	65	1	5.0000	05/03/2021 03:07:17	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.746		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.43		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.075	0.028	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.150		S-1-P 17(1)											1.0000				1.000000	1.000000																
69			2035RAB_0089_A1	2035RAB_0089_A1	2035RAB_0089_A1	Unknown	No		2.742	0.00	0.00	ppm	734815	432134		0.0000		3323974	1489477	0.221	0.290	2.654	2.997	1.236	2039.37		211.90	0.870	0.846	2.853	Simply Calculate																																					0.40	0.011	75	1	5.0000	05/03/2021 05:04:10	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.753		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.136	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.273		S-1-P 17(1)											1.0000				1.000000	1.000000																
70			2035RAB_0090_A1	2035RAB_0090_A1	2035RAB_0090_A1	Unknown	No		2.742	0.00	0.00	ppm	674927	377630		0.0000		3368827	1487533	0.200	0.254	2.621	3.012	1.204	1781.99		211.91	0.872	0.846	3.118	Simply Calculate																																					0.66	0.018	54	1	5.0000	05/03/2021 00:58:41	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.760		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.094	0.028	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.189		S-1-P 17(1)											1.0000				1.000000	1.000000																
71			2035RAB_0092_A1	2035RAB_0092_A1	2035RAB_0092_A1	Unknown	No		2.742	0.00	0.00	ppm	676789	369471		0.0000		2811441	1163948	0.241	0.317	2.654	3.056	1.180	3398.22		108.72	0.884	0.846	4.558	Simply Calculate																																					0.98	0.027	39	1	5.0000	04/03/2021 22:03:19	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.769		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.36		3.13								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.092	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.185		S-1-P 17(1)											1.0000				1.000000	1.000000																
72			2035RAB_0094_A1	2035RAB_0094_A1	2035RAB_0094_A1	Unknown	No		2.742	0.00	0.00	ppm	874316	502785		0.0000		3853251	1732551	0.227	0.290	2.696	3.024	1.193	2302.90		218.33	0.873	0.846	3.299	Simply Calculate																																					0.91	0.025	55	1	5.0000	05/03/2021 01:10:23	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.767		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.40		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.102	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.204		S-1-P 17(1)											1.0000				1.000000	1.000000																
73			2035RAB_0095_A1	2035RAB_0095_A1	2035RAB_0095_A1	Unknown	No		2.742	0.00	0.00	ppm	444736	250185		0.0000		3438915	1498464	0.129	0.167	2.636	3.012	1.263	2244.44		111.47	0.872	0.846	3.082	Simply Calculate																																					0.66	0.018	28	1	5.0000	04/03/2021 19:54:34	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.760		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.130	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.260		S-1-P 17(1)											1.0000				1.000000	1.000000																
74			2035RAB_0096_A1	2035RAB_0096_A1	2035RAB_0096_A1	Unknown	No		2.742	0.00	0.00	ppm	653699	367317		0.0000		3332192	1519815	0.196	0.242	2.636	3.012	1.411	2359.22		155.69	0.871	0.846	2.955	Simply Calculate																																					0.58	0.016	76	1	5.0000	05/03/2021 05:15:51	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.758		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.120	0.029	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.240		S-1-P 17(1)											1.0000				1.000000	1.000000																
75			2035RAB_0099_A1	2035RAB_0099_A1	2035RAB_0099_A1	Unknown	No		2.742	0.00	0.00	ppm	1019684	568309		0.0000		3643314	1618948	0.280	0.351	2.681	3.117	1.202	3728.38		152.43	0.873	0.846	3.227	Simply Calculate																																					0.91	0.025	59	1	5.0000	05/03/2021 01:57:11	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.767		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.40		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.078	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.156		S-1-P 17(1)											1.0000				1.000000	1.000000																
76			2035RAB_0100_A1	2035RAB_0100_A1	2035RAB_0100_A1	Unknown	No		2.742	0.00	0.00	ppm	886021	494327		0.0000		3602899	1601149	0.246	0.309	2.636	2.997	1.185	2107.98		234.50	0.871	0.846	3.031	Simply Calculate																																					0.77	0.021	58	1	5.0000	05/03/2021 01:45:29	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.763		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.067	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.133		S-1-P 17(1)											1.0000				1.000000	1.000000																
77			2035RAB_0101_A1	2035RAB_0101_A1	2035RAB_0101_A1	Unknown	No		2.742	0.00	0.00	ppm	969216	547786		0.0000		3478168	1543749	0.279	0.355	2.669	3.102	1.283	3881.02		141.14	0.871	0.846	3.065	Simply Calculate																																					0.73	0.020	47	1	5.0000	04/03/2021 23:36:54	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.762		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.41		3.17								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.107	0.026	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.215		S-1-P 17(1)											1.0000				1.000000	1.000000																
78			2035RAB_0103_A1	2035RAB_0103_A1	2035RAB_0103_A1	Unknown	No		2.742	0.00	0.00	ppm	629200	350210		0.0000		3246831	1398590	0.194	0.250	2.636	3.012	1.272	2195.62		159.50	0.869	0.846	2.808	Simply Calculate																																					0.69	0.019	18	1	5.0000	04/03/2021 17:57:40	System Administrator			Target	2	350.00>79.05	1	1	1	1	1	1	1																																																										17	0.100	10.00	10.000	0.0000	Area				Window	0.00000	1.801	3.498	2.761		Auto	Auto	1.00000	1.00000	Internal Standard	0.0000000	0.0000000	Pending	0.0000	0.0000	 -0.42		3.18								0.0000																								0.0000000	0.0000000		Signalling_High_20190806.lcm		1.105	0.027	rms		0.00000	0.00000	0.00000	0.00000	0.00000							1.209		S-1-P 17(1)											1.0000				1.000000	1.000000																
